Filename,Disease
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142747 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142753 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142756 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142758 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142759 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142803 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142805 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142807 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142809 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142811 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142814 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142816 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142818 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142820 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142823 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142825 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142827 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142828 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142840 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142844 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142847 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142847_1 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142850 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142856 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142907 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142912 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142914 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142919 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142921 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142922 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142924 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142926 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142928 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142934 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142938 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142940 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142941 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142943 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142945 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142947 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142949 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142952 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142954 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142956 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_142959 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143004 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143006 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143022 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143027 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143031 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143036 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143041 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143043 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143047 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143050 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143056 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143059 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143103 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143106 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143110 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143114 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143117 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143120 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143123 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143134 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143139 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143141 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143143 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143145 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143149 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143152 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143155 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143157 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143159 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143213 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143215 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143216 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143218 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143223 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143226 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143228 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143231 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143236 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143238 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143240 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143242 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143244 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143247 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143250 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143254 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143258 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143301 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143303 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143305 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143307 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143310 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143312 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143331 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143342 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143345 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143349 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143356 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143401 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143404 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143413 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143414 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Bacterial Canker\IMG_20211106_143416 (Custom).jpg,Bacterial Canker
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_131101 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_131101 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_131104 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_131104 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_131115 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_131115 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_140216 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_140216 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_140220 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_140220 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_160612 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_160612 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_160614 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_160614 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_160618 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_160618 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_160625 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_160625 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_160708 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_160708 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_160821 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_160821 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_160831 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_160831 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_160835 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_160835 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_160852 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_160852 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_160853 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_160853 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_160903(0) (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_160903(0) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_160904 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_160904 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_160904(0) (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_160904(0) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_160914 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_160914 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_160915 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_160915 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_160933 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_160933 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_160942 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_160942 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161126 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161126 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161127 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161127 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161128 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161128 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161135 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161135 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161140 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161140 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161140(0) (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161140(0) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161141 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161141 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161142 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161142 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161145 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161145 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161145(0) (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161145(0) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161146 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161146 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161147 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161147 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161150 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161150 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161155 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161155 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161205 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161205 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161206 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161206 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161207 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161207 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161210(0) (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161210(0) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161242 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161242 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161243 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161243 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161243(0) (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161243(0) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161244 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161244 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161245 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161245 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161245(0) (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161245(0) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161246 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161246 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161309 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161309 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161323 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161323 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161330 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161330 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161339 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161339 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161340 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161340 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161345 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161345 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161346 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161346 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161410 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161410 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161412 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161412 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161413 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161413 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161418 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161418 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161418(0) (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161418(0) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161419 (Custom) (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161419 (Custom).jpg,Cutting Weevil
C:\Users\USER\OneDrive\Desktop\Mango\Cutting Weevil\20211011_161424 (Custom) (Custom).jpg,Cutting Weevil
